kabupaten_kota,periode,tahun,bulan,risiko_label,status_panen_raw,prob_aman_pct,prob_waspada_pct,prob_kritis_pct,faktor_dominan_bahasa,diagnosis_masalah,kategori_aksi,urgensi,batas_waktu,rekomendasi_card,detail_action_plan,langkah_aksi_utama,aktor_tindak_lanjut,output_diharapkan,indikator_pemicu,sifat_hujan,status_hth,status_kat,rasio_hujan_lag2,max_hth_lag2,rasio_kat_lag2,probabilitas_risiko_historis,FAKTOR_DOMINAN,skor_prioritas_aksi
GRESIK,Mei 2026,2026,5,Aman,✅ AMAN,90.0,10.0,0.0,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 4.4 hari (Pendek); Rasio KAT: 0.57 (Rendah); Prob. Waspada: 10.0%; Prob. Kritis: 0.0%,Normal,Pendek,Rendah,1.0909998414061133,4.424575108202261,0.5747913804223871,0.1428571428571428,probabilitas_risiko_historis,1.1
MAGETAN,Mei 2026,2026,5,Aman,✅ AMAN,92.3,7.7,0.0,Ketersediaan air tanah sangat rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 2.9 hari (Pendek); Rasio KAT: 0.45 (Sangat Rendah); Prob. Waspada: 7.7%; Prob. Kritis: 0.0%,Normal,Pendek,Sangat Rendah,1.066068221966154,2.904608059853766,0.4545420636875705,0.1904761904761904,probabilitas_risiko_historis,1.08
BATU,Mei 2026,2026,5,Aman,✅ AMAN,94.7,5.3,0.0,Ketersediaan air tanah sangat rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Atas Normal; HTH: 3.5 hari (Pendek); Rasio KAT: 0.43 (Sangat Rendah); Prob. Waspada: 5.3%; Prob. Kritis: 0.0%,Atas Normal,Pendek,Sangat Rendah,1.159232563631065,3.487334137515078,0.429896635600574,0.238095238095238,probabilitas_risiko_historis,1.05
NGAWI,Mei 2026,2026,5,Aman,✅ AMAN,98.6,1.4,0.0,Ketersediaan air tanah sangat rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 2.8 hari (Pendek); Rasio KAT: 0.46 (Sangat Rendah); Prob. Waspada: 1.4%; Prob. Kritis: 0.0%,Normal,Pendek,Sangat Rendah,1.0231646898766462,2.79604641168887,0.4605296317617292,0.0952380952380952,probabilitas_risiko_historis,1.01
MADIUN,Mei 2026,2026,5,Aman,✅ AMAN,98.9,1.1,0.0,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 2.7 hari (Pendek); Rasio KAT: 0.59 (Rendah); Prob. Waspada: 1.1%; Prob. Kritis: 0.0%,Normal,Pendek,Rendah,1.1189617160286758,2.6978249824358267,0.5873312070511715,0.1309523809523809,probabilitas_risiko_historis,1.01
JEMBER,Mei 2026,2026,5,Aman,✅ AMAN,99.1,0.9,0.0,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 6.3 hari (Pendek); Rasio KAT: 0.57 (Rendah); Prob. Waspada: 0.9%; Prob. Kritis: 0.0%,Normal,Pendek,Rendah,1.1183103785370705,6.30166902461041,0.5716343077079172,0.1309523809523809,probabilitas_risiko_historis,1.01
BONDOWOSO,Mei 2026,2026,5,Aman,✅ AMAN,99.4,0.6,0.0,Curah hujan atas normal,Potensi kelebihan air/genangan dan peningkatan kelembapan,Antisipasi hujan tinggi/genangan,Rendah,Monitoring rutin,"Pantau potensi genangan, bersihkan drainase, dan lanjutkan pengamatan OPT/penyakit akibat kelembapan tinggi.","Curah hujan di atas normal dapat meningkatkan risiko genangan, kerusakan lahan, serta kelembapan yang mendukung penyakit tanaman. Tindakan awal perlu difokuskan pada drainase dan monitoring lapangan. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek saluran drainase dan titik rawan genangan.
2) Validasi area sawah yang tergenang/berdrainase buruk.
3) Tingkatkan pengamatan OPT/penyakit terkait kelembapan.
4) Koordinasikan tindakan cepat bila genangan meluas.","Dinas Kab/Kota, Penyuluh/BPP, POPT, pengelola drainase",Daftar titik rawan genangan dan status pengendalian OPT,Sifat hujan: Atas Normal; HTH: 7.6 hari (Sedang); Rasio KAT: 0.56 (Rendah); Prob. Waspada: 0.6%; Prob. Kritis: 0.0%,Atas Normal,Sedang,Rendah,1.199305517373046,7.561300762888188,0.555257500989304,0.1071428571428571,probabilitas_risiko_historis,1.01
LUMAJANG,Mei 2026,2026,5,Aman,✅ AMAN,99.9,0.1,0.0,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Rendah,Monitoring rutin,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 6.8 hari (Pendek); Rasio KAT: 0.52 (Rendah); Prob. Waspada: 0.1%; Prob. Kritis: 0.0%,Normal,Pendek,Rendah,1.147388474453606,6.773718287526424,0.5172043618872444,0.0476190476190476,probabilitas_risiko_historis,1.0
SURABAYA,Juni 2026,2026,6,Aman,✅ AMAN,59.4,22.9,17.7,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Watchlist risiko tersembunyi,Sangat Tinggi,1–3 hari,"Masukkan wilayah ke watchlist: status masih aman, tetapi probabilitas kritis relatif meningkat sehingga perlu observasi tambahan.","Walaupun label saat ini masih Aman, probabilitas Kritis relatif lebih tinggi dibanding wilayah lain. Perlu observasi tambahan untuk mencegah keterlambatan respons.","1) Masukkan wilayah ke daftar watchlist.
2) Pantau indikator iklim dan laporan lapangan.
3) Validasi bersama penyuluh jika tren memburuk.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Status watchlist dan catatan observasi,Sifat hujan: Normal; HTH: 8.1 hari (Sedang); Rasio KAT: 0.91 (Mendekati Normal); Prob. Waspada: 22.9%; Prob. Kritis: 17.7%,Normal,Sedang,Mendekati Normal,0.9604068277325678,8.062424969987996,0.9102009472657292,0.238095238095238,probabilitas_risiko_historis,5.11
BLITAR,Juni 2026,2026,6,Waspada,⚠️ WASPADA,5.3,94.4,0.3,Ketersediaan air tanah rendah,Kondisi relatif terkendali; tetap perlu monitoring rutin,Pemantauan ketersediaan air,Tinggi,3–7 hari,Cek ketersediaan air tanah dan saluran irigasi; pastikan wilayah tidak memasuki kondisi defisit air.,KAT cenderung rendah sehingga perlu dipantau agar tidak berkembang menjadi tekanan air yang lebih serius pada lahan sawah.,"1) Pantau rasio KAT dan tren HTH.
2) Cek kondisi sumber air di wilayah prioritas.
3) Koordinasikan pemantauan irigasi dengan penyuluh.
4) Update rekomendasi jika KAT terus turun.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Status ketersediaan air wilayah,Sifat hujan: Normal; HTH: 5.7 hari (Pendek); Rasio KAT: 0.60 (Rendah); Prob. Waspada: 94.4%; Prob. Kritis: 0.3%,Normal,Pendek,Rendah,1.0321694384158926,5.692263396788834,0.5978143099622418,0.3571428571428571,total_hujan_lag2,3.96
TUBAN,Juni 2026,2026,6,Waspada,⚠️ WASPADA,9.3,90.6,0.1,Curah hujan bawah normal + KAT rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Tinggi,3–7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Bawah Normal; HTH: 6.1 hari (Pendek); Rasio KAT: 0.56 (Rendah); Prob. Waspada: 90.6%; Prob. Kritis: 0.1%,Bawah Normal,Pendek,Rendah,0.8324505677712458,6.103396543446952,0.5582064264024743,0.4761904761904761,total_hujan_lag2,3.91
SITUBONDO,Juni 2026,2026,6,Waspada,⚠️ WASPADA,9.1,90.9,0.0,Curah hujan bawah normal + KAT rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Tinggi,3–7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Bawah Normal; HTH: 9.1 hari (Sedang); Rasio KAT: 0.55 (Rendah); Prob. Waspada: 90.9%; Prob. Kritis: 0.0%,Bawah Normal,Sedang,Rendah,0.8432971561783892,9.100800686302543,0.5477679834287066,0.2619047619047619,total_hujan_lag2,3.91
PROBOLINGGO,Juni 2026,2026,6,Waspada,⚠️ WASPADA,16.1,83.3,0.6,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Tinggi,3–7 hari,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 8.2 hari (Sedang); Rasio KAT: 0.72 (Agak Rendah); Prob. Waspada: 83.3%; Prob. Kritis: 0.6%,Normal,Sedang,Agak Rendah,0.9660176744508616,8.177727246832879,0.7192074020135025,0.2738095238095238,probabilitas_risiko_historis,3.86
SIDOARJO,Juni 2026,2026,6,Waspada,⚠️ WASPADA,39.0,56.2,4.8,Tekanan iklim relatif normal,Kondisi relatif terkendali; tetap perlu monitoring rutin,Monitoring rutin,Tinggi,3–7 hari,Lakukan pemantauan rutin dan validasi lapangan jika indikator risiko memburuk.,Pantau perkembangan indikator iklim dan kondisi lahan. Pastikan informasi wilayah tetap diperbarui untuk mendukung prioritas monitoring berikutnya.,"1) Pantau perubahan skor risiko.
2) Cek indikator hujan, HTH, dan KAT.
3) Validasi lapangan bila tren memburuk.","Dinas Kab/Kota, Penyuluh/BPP",Catatan monitoring berkala,Sifat hujan: Normal; HTH: 6.9 hari (Pendek); Rasio KAT: 0.87 (Mendekati Normal); Prob. Waspada: 56.2%; Prob. Kritis: 4.8%,Normal,Pendek,Mendekati Normal,1.015134957641237,6.889112452492736,0.86551322893352,0.238095238095238,total_hujan_lag2,3.8
MOJOKERTO,Juni 2026,2026,6,Waspada,⚠️ WASPADA,23.7,76.3,0.1,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Tinggi,3–7 hari,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 7.0 hari (Pendek); Rasio KAT: 0.64 (Rendah); Prob. Waspada: 76.3%; Prob. Kritis: 0.1%,Normal,Pendek,Rendah,0.9890673629172428,6.990598500675924,0.6434400017482165,0.3333333333333333,probabilitas_risiko_historis,3.77
LAMONGAN,Juni 2026,2026,6,Waspada,⚠️ WASPADA,23.9,76.0,0.0,Curah hujan bawah normal + KAT rendah,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Tinggi,3–7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Bawah Normal; HTH: 7.0 hari (Sedang); Rasio KAT: 0.52 (Rendah); Prob. Waspada: 76.0%; Prob. Kritis: 0.0%,Bawah Normal,Sedang,Rendah,0.8180532492600594,7.03449694808312,0.5201944033809575,0.3333333333333333,total_hujan_lag2,3.76
NGANJUK,Juni 2026,2026,6,Waspada,⚠️ WASPADA,26.4,73.2,0.4,Sensitivitas historis wilayah,Wilayah sensitif berdasarkan pola historis produksi/luas panen,Validasi kerentanan historis,Sedang,≤7 hari,"Validasi penyebab kerentanan historis: pola tanam, produktivitas, input budidaya, kesuburan lahan, dan kondisi lapangan.","Risiko terutama didorong oleh sensitivitas historis wilayah. Ini berarti wilayah memiliki riwayat kerentanan produksi/luas panen, sehingga perlu pengecekan faktor non-iklim yang belum tertangkap model.","1) Bandingkan tren produksi dan luas panen historis.
2) Cek pola tanam, intensitas tanam, dan input budidaya.
3) Minta masukan penyuluh terkait kondisi lahan.
4) Tetapkan apakah wilayah perlu masuk daftar prioritas monitoring.","Dinas Kab/Kota, Penyuluh/BPP, analis tanaman pangan",Catatan penyebab kerentanan historis dan rekomendasi tindak lanjut,Sifat hujan: Normal; HTH: 5.8 hari (Pendek); Rasio KAT: 0.69 (Agak Rendah); Prob. Waspada: 73.2%; Prob. Kritis: 0.4%,Normal,Pendek,Agak Rendah,0.9453107134408044,5.754590984974958,0.6892768996726242,0.2857142857142857,probabilitas_risiko_historis,2.75
KEDIRI,Juni 2026,2026,6,Waspada,⚠️ WASPADA,25.4,74.5,0.1,Ketersediaan air tanah rendah,Kondisi relatif terkendali; tetap perlu monitoring rutin,Pemantauan ketersediaan air,Sedang,≤7 hari,Cek ketersediaan air tanah dan saluran irigasi; pastikan wilayah tidak memasuki kondisi defisit air.,KAT cenderung rendah sehingga perlu dipantau agar tidak berkembang menjadi tekanan air yang lebih serius pada lahan sawah.,"1) Pantau rasio KAT dan tren HTH.
2) Cek kondisi sumber air di wilayah prioritas.
3) Koordinasikan pemantauan irigasi dengan penyuluh.
4) Update rekomendasi jika KAT terus turun.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Status ketersediaan air wilayah,Sifat hujan: Normal; HTH: 5.1 hari (Pendek); Rasio KAT: 0.61 (Rendah); Prob. Waspada: 74.5%; Prob. Kritis: 0.1%,Normal,Pendek,Rendah,1.0327814773174375,5.107232824826108,0.6079973776902018,0.2857142857142857,total_hujan_lag2,2.75
TULUNGAGUNG,Juni 2026,2026,6,Waspada,⚠️ WASPADA,27.0,73.0,0.1,Ketersediaan air tanah rendah,Kondisi relatif terkendali; tetap perlu monitoring rutin,Pemantauan ketersediaan air,Sedang,≤7 hari,Cek ketersediaan air tanah dan saluran irigasi; pastikan wilayah tidak memasuki kondisi defisit air.,KAT cenderung rendah sehingga perlu dipantau agar tidak berkembang menjadi tekanan air yang lebih serius pada lahan sawah.,"1) Pantau rasio KAT dan tren HTH.
2) Cek kondisi sumber air di wilayah prioritas.
3) Koordinasikan pemantauan irigasi dengan penyuluh.
4) Update rekomendasi jika KAT terus turun.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Status ketersediaan air wilayah,Sifat hujan: Normal; HTH: 7.4 hari (Sedang); Rasio KAT: 0.59 (Rendah); Prob. Waspada: 73.0%; Prob. Kritis: 0.1%,Normal,Sedang,Rendah,1.105727025250894,7.409837759636251,0.5932872450022373,0.3333333333333333,total_hujan_lag2,2.74
TRENGGALEK,Juni 2026,2026,6,Waspada,⚠️ WASPADA,26.9,73.1,0.0,Curah hujan atas normal,Potensi kelebihan air/genangan dan peningkatan kelembapan,Antisipasi hujan tinggi/genangan,Sedang,≤7 hari,"Pantau potensi genangan, bersihkan drainase, dan tingkatkan pengamatan OPT/penyakit akibat kelembapan tinggi.","Curah hujan di atas normal dapat meningkatkan risiko genangan, kerusakan lahan, serta kelembapan yang mendukung penyakit tanaman. Tindakan awal perlu difokuskan pada drainase dan monitoring lapangan.","1) Cek saluran drainase dan titik rawan genangan.
2) Validasi area sawah yang tergenang/berdrainase buruk.
3) Tingkatkan pengamatan OPT/penyakit terkait kelembapan.
4) Koordinasikan tindakan cepat bila genangan meluas.","Dinas Kab/Kota, Penyuluh/BPP, POPT, pengelola drainase",Daftar titik rawan genangan dan status pengendalian OPT,Sifat hujan: Atas Normal; HTH: 6.9 hari (Pendek); Rasio KAT: 0.58 (Rendah); Prob. Waspada: 73.1%; Prob. Kritis: 0.0%,Atas Normal,Pendek,Rendah,1.203999442259211,6.945614200736475,0.5765055708148511,0.3333333333333333,total_hujan_lag2,2.73
BANGKALAN,Juni 2026,2026,6,Waspada,⚠️ WASPADA,33.6,65.4,1.0,HTH sedang dan perlu dipantau,Hari tanpa hujan mulai perlu dipantau,Pemantauan hari tanpa hujan,Sedang,≤7 hari,Pantau perkembangan HTH dan kondisi air lahan; lakukan validasi jika HTH berlanjut atau KAT menurun.,"HTH sudah mulai meningkat sehingga wilayah perlu dipantau sebagai sinyal awal tekanan air, terutama bila diikuti penurunan KAT.","1) Pantau HTH harian/mingguan.
2) Cek kelembapan/ketersediaan air di lahan.
3) Informasikan penyuluh untuk observasi lapangan.
4) Naikkan prioritas jika HTH melewati ambang panjang.","Dinas Kab/Kota, Penyuluh/BPP",Update HTH dan status observasi lapangan,Sifat hujan: Normal; HTH: 8.4 hari (Sedang); Rasio KAT: 0.72 (Agak Rendah); Prob. Waspada: 65.4%; Prob. Kritis: 1.0%,Normal,Sedang,Agak Rendah,0.9268073408155388,8.37123745819398,0.7246118989372419,0.3214285714285714,total_hujan_lag2,2.7
BOJONEGORO,Juni 2026,2026,6,Waspada,⚠️ WASPADA,35.1,64.8,0.1,Ketersediaan air tanah rendah,Kondisi relatif terkendali; tetap perlu monitoring rutin,Pemantauan ketersediaan air,Sedang,≤7 hari,Cek ketersediaan air tanah dan saluran irigasi; pastikan wilayah tidak memasuki kondisi defisit air.,KAT cenderung rendah sehingga perlu dipantau agar tidak berkembang menjadi tekanan air yang lebih serius pada lahan sawah.,"1) Pantau rasio KAT dan tren HTH.
2) Cek kondisi sumber air di wilayah prioritas.
3) Koordinasikan pemantauan irigasi dengan penyuluh.
4) Update rekomendasi jika KAT terus turun.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Status ketersediaan air wilayah,Sifat hujan: Normal; HTH: 5.1 hari (Pendek); Rasio KAT: 0.59 (Rendah); Prob. Waspada: 64.8%; Prob. Kritis: 0.1%,Normal,Pendek,Rendah,0.8768219569848319,5.058128078817731,0.5904584491608131,0.3452380952380952,total_hujan_lag2,2.65
SUMENEP,Juni 2026,2026,6,Waspada,⚠️ WASPADA,44.5,54.3,1.2,KAT sangat rendah + HTH panjang,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Sedang,≤7 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Bawah Normal; HTH: 13.2 hari (Panjang); Rasio KAT: 0.29 (Sangat Rendah); Prob. Waspada: 54.3%; Prob. Kritis: 1.2%,Bawah Normal,Panjang,Sangat Rendah,0.6631627563329181,13.178233438485806,0.2948420589087715,0.2619047619047619,total_hujan_lag2,2.6
PACITAN,Juni 2026,2026,6,Waspada,⚠️ WASPADA,39.9,60.0,0.1,Curah hujan atas normal,Potensi kelebihan air/genangan dan peningkatan kelembapan,Antisipasi hujan tinggi/genangan,Sedang,≤7 hari,"Pantau potensi genangan, bersihkan drainase, dan tingkatkan pengamatan OPT/penyakit akibat kelembapan tinggi.","Curah hujan di atas normal dapat meningkatkan risiko genangan, kerusakan lahan, serta kelembapan yang mendukung penyakit tanaman. Tindakan awal perlu difokuskan pada drainase dan monitoring lapangan.","1) Cek saluran drainase dan titik rawan genangan.
2) Validasi area sawah yang tergenang/berdrainase buruk.
3) Tingkatkan pengamatan OPT/penyakit terkait kelembapan.
4) Koordinasikan tindakan cepat bila genangan meluas.","Dinas Kab/Kota, Penyuluh/BPP, POPT, pengelola drainase",Daftar titik rawan genangan dan status pengendalian OPT,Sifat hujan: Atas Normal; HTH: 6.3 hari (Pendek); Rasio KAT: 0.71 (Agak Rendah); Prob. Waspada: 60.0%; Prob. Kritis: 0.1%,Atas Normal,Pendek,Agak Rendah,1.2874809459246226,6.347923774652575,0.7059896193755448,0.3452380952380952,total_hujan_lag2,2.6
